City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,iitti,60.8949,26.3387,17.22,96,100,1.58,FI,1722892131
289,isangel,-19.55,169.2667,21.74,61,33,5.63,VU,1722892132
290,north tamworth,-31.0778,150.9261,8.06,100,75,0.0,AU,1722892134
291,akureyri,65.6835,-18.0878,10.01,99,100,2.79,IS,1722892026
292,vilyuysk,63.7553,121.6247,12.52,79,25,1.89,RU,1722892136
293,howard springs,-12.497,131.047,22.95,88,7,2.24,AU,1722892137
294,berezovo,63.9381,65.0419,10.08,72,100,5.33,RU,1722892138
295,qui nhon,13.7667,109.2333,25.51,87,80,1.54,VN,1722892139
296,kaiapoi,-43.3783,172.6401,7.13,69,0,0.71,NZ,1722892141
297,vila velha,-20.3297,-40.2925,23.3,88,0,3.09,BR,1722892142
298,itoman,26.1247,127.6694,28.21,96,75,7.2,JP,1722892143
299,la sierpe,21.7717,-79.2684,33.1,61,90,4.08,CU,1722892144
300,quartu sant'elena,39.2419,9.1839,27.78,65,0,4.63,IT,1722892079
301,demikhovo,55.7968,38.884,14.99,91,2,1.54,RU,1722892146
302,colonia,50.9333,6.95,21.08,79,0,2.57,DE,1722892050
303,savannakhet,16.566,104.751,24.28,92,100,1.99,LA,1722892149
304,la tuque,47.4334,-72.7824,17.25,68,98,0.32,CA,1722892150
305,port-vila,-17.7338,168.3219,19.78,83,75,1.03,VU,1722892152
306,sanluri,39.5611,8.8994,26.92,80,45,2.78,IT,1722892153
307,aflao,6.116,1.1914,24.23,85,79,6.39,TG,1722892155
308,taltal,-25.4,-70.4833,15.93,68,24,2.4,CL,1722891620
309,constantia,44.1833,28.65,21.38,63,56,5.35,RO,1722892158
310,andratx,39.5755,2.4202,27.56,72,0,4.66,ES,1722892159
311,brookings,44.3114,-96.7984,20.05,88,100,5.66,US,1722892144
312,argo,37.6333,22.7333,27.1,66,0,1.04,GR,1722892162
313,nadym,65.5333,72.5167,7.34,71,41,5.61,RU,1722892163
314,tambacounda,13.7539,-13.7586,25.19,92,100,2.69,SN,1722892164
315,martapura,-3.4167,114.85,24.05,100,96,0.51,ID,1722892165
316,kagizman,40.1567,43.1342,19.15,73,6,3.39,TR,1722892166
317,poso,-1.3959,120.7524,24.68,80,92,1.74,ID,1722892167
318,la plata,-34.9215,-57.9545,16.04,93,100,4.7,AR,1722891959
319,rio grande,-32.035,-52.0986,18.06,95,54,6.03,BR,1722892170
320,zliten,32.4674,14.5687,26.88,81,0,4.01,LY,1722892172
321,kapa'a,22.0752,-159.319,29.99,69,0,4.63,US,1722892173
322,chemin grenier,-20.4872,57.4656,16.42,77,5,2.77,MU,1722892174
323,paramonga,-10.6667,-77.8333,18.74,76,9,6.14,PE,1722892175
324,bansang,13.4333,-14.65,24.54,93,100,2.38,GM,1722892176
325,george town,5.4112,100.3354,28.96,74,20,1.03,MY,1722892023
326,seven pagodas,12.6264,80.1722,27.19,79,100,4.45,IN,1722892179
327,kilindoni,-7.9139,39.6668,24.76,75,2,6.59,TZ,1722892180
328,selfoss,63.9331,-20.9971,11.14,98,100,2.12,IS,1722892181
329,jalai nur,49.45,117.7,19.0,61,94,0.59,CN,1722892182
330,pacific grove,36.6177,-121.9166,26.25,87,100,4.12,US,1722892183
331,mil'kovo,55.6078,37.7956,19.08,77,7,1.43,RU,1722892184
332,thulamahashi,-24.7246,31.1994,16.08,82,100,2.97,ZA,1722892185
333,ivdel',60.6911,60.4206,10.31,98,100,3.3,RU,1722892187
334,price,39.5994,-110.8107,33.59,18,0,2.57,US,1722892188
335,at taj,24.2049,23.2857,30.84,17,1,4.52,LY,1722892189
336,guerrero,17.6667,-100.0,22.32,91,99,0.64,MX,1722892190
337,el bauga,18.262,33.9081,28.1,69,81,11.09,SD,1722892192
338,kievka,50.2619,71.5514,21.66,50,82,1.62,KZ,1722892193
339,neiafu,-18.65,-173.9833,23.38,88,20,2.57,TO,1722892194
340,san patricio,28.017,-97.5169,34.74,39,33,4.63,US,1722891659
341,ahmadnagar,19.0833,74.7333,22.8,90,95,5.72,IN,1722892197
342,afaahiti,-17.75,-149.2833,27.93,77,64,5.77,PF,1722892198
343,rundu,-17.9333,19.7667,16.31,21,0,3.19,NA,1722892199
344,tarko-sale,64.9225,77.785,10.8,84,100,4.16,RU,1722892200
345,alaghsas,17.0187,8.0168,31.62,49,22,7.6,NE,1722892097
346,puerto carreno,6.189,-67.4859,27.53,72,100,1.47,CO,1722892142
347,andergrove,-21.0833,149.1833,14.8,91,27,2.88,AU,1722892204
348,bubaque,11.2833,-15.8333,26.52,84,100,5.92,GW,1722892205
349,hami,42.8,93.45,27.01,26,2,2.24,CN,1722892207
350,subaykhan,34.8544,40.6083,33.88,34,0,8.43,SY,1722892208
351,dadukou,26.5479,101.7054,22.2,96,100,0.27,CN,1722892210
352,bramming,55.4695,8.7001,15.48,94,29,1.54,DK,1722892212
353,novodvinsk,64.4165,40.8122,12.86,63,100,3.01,RU,1722892213
354,mtsensk,53.2766,36.5733,18.57,63,100,1.68,RU,1722892214
355,shohimardon,39.9839,71.8028,21.43,47,6,1.35,UZ,1722892215
356,kutiyana,21.6233,69.9817,26.92,87,80,7.71,IN,1722892217
357,la sarre,48.8002,-79.1996,20.14,40,81,3.85,CA,1722892218
358,zhezqazghan,47.7833,67.7667,23.71,34,6,3.41,KZ,1722892219
359,ilhabela,-23.7781,-45.3581,21.76,79,0,0.77,BR,1722892220
360,namdrik,5.5994,168.1028,28.07,77,66,3.5,MH,1722892221
361,rosarito,32.3333,-117.0333,32.73,72,92,3.92,MX,1722892222
362,puerto aysen,-45.4,-72.7,4.47,98,100,1.77,CL,1722892022
363,arad,46.3333,21.75,20.95,83,100,2.82,RO,1722892225
364,ivins,37.1686,-113.6794,41.18,15,69,3.13,US,1722892226
365,nahiyat al fuhud,30.9697,46.7228,37.51,13,0,4.59,IQ,1722892227
366,tvoroyri,61.5556,-6.8111,11.08,93,0,5.42,FO,1722892228
367,kibale,0.8,31.0667,16.53,97,50,0.85,UG,1722892229
368,roma,43.2128,-75.4557,27.43,73,98,0.89,US,1722892230
369,riachao das neves,-11.7461,-44.91,25.14,32,0,1.25,BR,1722892232
370,biltine,14.5333,20.9167,24.07,87,99,3.3,TD,1722892233
371,les anglais,18.3054,-74.2197,29.17,74,37,2.41,HT,1722892234
372,ronne,55.1009,14.7066,14.95,94,20,1.54,DK,1722892235
373,filadelfia,39.9523,-75.1638,34.47,52,40,6.17,US,1722892197
374,santa ana,33.7456,-117.8678,42.01,38,40,4.63,US,1722892237
375,palmer,42.1584,-72.3287,31.24,52,75,6.17,US,1722892239
376,okhotsk,59.3833,143.3,11.93,90,100,7.74,RU,1722892240
377,carnarvon,-24.8667,113.6333,16.55,63,1,2.85,AU,1722892241
378,semey,50.4111,80.2275,20.07,46,0,1.86,KZ,1722892242
379,mabaruma,8.2,-59.7833,26.98,86,100,1.72,GY,1722892243
380,nova xavantina,-14.6667,-52.35,28.82,24,0,1.6,BR,1722892244
381,malvan,16.0667,73.4667,26.1,87,73,4.54,IN,1722892245
382,nizhnesortymskiy,62.4397,71.7603,11.94,75,94,6.51,RU,1722892247
383,midvagur,62.0511,-7.1939,11.46,93,75,3.09,FO,1722892248
384,palasa,18.7667,84.4167,27.24,84,100,2.02,IN,1722892249
385,turpan,42.9333,89.1667,35.13,18,25,0.32,CN,1722892250
386,cumana,10.4635,-64.1775,27.91,75,78,0.94,VE,1722892251
387,daru,-9.0763,143.2092,24.32,89,100,6.61,PG,1722892252
388,puerto baquerizo moreno,-0.9,-89.6,21.55,83,75,4.12,EC,1722892253
389,darwin,-12.4611,130.8418,22.99,83,9,2.06,AU,1722892254
390,crucecita,-28.95,-58.9833,21.44,85,90,2.15,AR,1722892255
391,port lincoln,-34.7333,135.8667,9.39,90,100,4.31,AU,1722892257
392,keflavik,64.0049,-22.5624,10.24,100,75,4.12,IS,1722892258
393,sao joao da barra,-21.6403,-41.0511,23.05,85,0,7.94,BR,1722892019
394,suntar,62.1444,117.6319,12.06,95,12,2.02,RU,1722892260
395,kongsvinger,60.1905,11.9977,17.37,91,99,1.23,NO,1722892261
396,zhengjiatun,43.5064,123.5064,20.19,78,0,2.6,CN,1722892262
397,barranca,-10.75,-77.7667,18.4,74,11,6.14,PE,1722892072
398,ovalle,-30.5983,-71.2003,17.46,24,0,4.04,CL,1722892264
399,banyo,6.75,11.8167,18.9,96,100,1.38,CM,1722892266
400,trairi,-3.2778,-39.2689,25.43,76,97,6.29,BR,1722892167
401,novyye lyady,58.0536,56.6039,14.58,97,85,1.54,RU,1722892268
402,sodo,6.8642,37.7628,14.01,97,100,1.38,ET,1722892270
403,taozhuang,34.85,117.3333,25.46,90,100,0.98,CN,1722892271
404,krasnozerskoye,53.9828,79.2374,17.05,73,96,2.8,RU,1722892272
405,hasaki,35.7333,140.8333,26.22,88,2,3.82,JP,1722892273
406,pompeia,-22.1086,-50.1717,25.26,30,0,1.89,BR,1722892275
407,potsdam,52.3989,13.0657,19.49,85,74,0.8,DE,1722891861
408,punta del este,-34.9667,-54.95,16.06,88,100,5.66,UY,1722891977
409,san luis de la loma,17.2706,-100.8939,29.64,74,100,3.68,MX,1722892279
410,broken hill,-31.95,141.4333,4.73,91,0,2.09,AU,1722892280
411,chifeng,42.2683,118.9636,20.17,63,0,1.93,CN,1722892283
412,sapanca,40.6914,30.2674,20.9,94,20,1.03,TR,1722892285
413,claveria,18.6074,121.0832,26.09,84,7,2.98,PH,1722892286
414,kuta,-8.7233,115.1723,25.97,83,20,5.66,ID,1722892288
415,bumba,2.1833,22.4667,23.71,77,100,1.09,CD,1722892289
416,carutapera,-1.195,-46.02,26.99,74,31,4.25,BR,1722892290
417,flekkefjord,58.2971,6.6607,17.75,89,100,1.17,NO,1722892291
418,harper,4.375,-7.7169,24.23,85,100,4.07,LR,1722892292
419,little falls,40.869,-74.2082,33.11,51,0,5.66,US,1722892293
420,halmstad,56.6745,12.8568,14.45,94,29,1.03,SE,1722892294
421,vilyuchinsk,52.9306,158.4028,13.15,79,100,0.8,RU,1722892295
422,gouyave,12.1646,-61.7296,27.61,80,100,6.74,GD,1722892296
423,rikaze,29.25,88.8833,10.69,83,100,2.99,CN,1722892298
424,jagdalpur,19.0667,82.0333,23.23,93,100,1.69,IN,1722892299
425,la'ie,21.6477,-157.9253,29.98,69,88,2.68,US,1722892300
426,bengkulu,-3.8004,102.2655,23.08,89,5,2.7,ID,1722892301
427,bone south,16.2446,120.9958,21.86,98,99,1.54,PH,1722892302
428,kavieng,-2.5744,150.7967,27.6,78,100,5.22,PG,1722892303
429,bathsheba,13.2167,-59.5167,29.34,84,20,3.6,BB,1722892304
430,east london,-33.0153,27.9116,14.2,52,0,2.7,ZA,1722892306
431,katima mulilo,-17.5,24.2667,17.99,16,0,2.34,NA,1722892308
432,iskateley,67.6803,53.1512,5.44,86,6,4.58,RU,1722892309
433,turochak,52.2576,87.1224,12.92,96,100,0.68,RU,1722892310
434,alghero,40.5589,8.3181,24.05,78,0,1.54,IT,1722892311
435,nelson bay,-32.7167,152.15,11.16,96,87,0.45,AU,1722892313
436,ugoofaaru,5.6667,73.0,27.85,74,100,1.41,MV,1722892314
437,hugo,45.16,-92.9933,20.14,96,100,4.12,US,1722892315
438,la paz,-16.5,-68.15,14.99,19,20,6.17,BO,1722892316
439,tara,56.8944,74.371,14.48,95,91,1.52,RU,1722892317
440,piacabucu,-10.4056,-36.4344,22.73,86,37,4.22,BR,1722892318
441,fuglafjordur,62.244,-6.814,11.26,89,0,3.69,FO,1722892319
442,forster,-32.1667,152.5167,10.21,100,92,3.63,AU,1722892320
443,angaur state,6.906,134.13,28.75,73,100,4.14,PW,1722892323
444,laguna,38.421,-121.4238,37.27,33,0,3.6,US,1722892324
445,wangaratta,-36.3667,146.3333,2.48,99,22,0.72,AU,1722892325
446,eagle point,42.4726,-122.8028,37.22,24,0,3.6,US,1722892326
447,'alaqahdari dishu,30.4374,63.313,33.58,16,16,4.27,AF,1722892327
448,baraboo,43.4711,-89.7443,26.08,81,100,3.09,US,1722892328
449,port saint john's,-31.6229,29.5448,13.2,75,0,2.14,ZA,1722892329
450,rimouski,48.4488,-68.524,18.09,53,81,4.18,CA,1722892330
451,staroaleyskoye,51.0061,82.0,15.97,76,76,2.2,RU,1722892332
452,toma,12.7667,-2.8833,26.23,77,92,3.4,BF,1722892333
453,bloomington,44.8408,-93.2983,21.34,91,100,4.12,US,1722892334
454,port augusta,-32.5,137.7667,6.31,82,23,1.11,AU,1722892335
455,inyonga,-6.7167,32.0667,19.04,27,0,1.55,TZ,1722892336
456,port shepstone,-30.7414,30.455,14.39,74,17,3.21,ZA,1722892337
457,lijiang,26.8688,100.2207,13.72,95,11,1.15,CN,1722892339
458,tommot,58.9564,126.2925,13.13,98,100,3.08,RU,1722892340
459,xiongzhou,25.1167,114.3,23.67,93,100,1.13,CN,1722892341
460,ondjiva,-17.0667,15.7333,18.59,18,0,2.49,AO,1722892342
461,hassi messaoud,31.6804,6.0729,34.32,20,0,4.48,DZ,1722892343
462,mitsamiouli,-11.3847,43.2844,24.53,66,7,1.76,KM,1722892344
463,tamanrasset,22.785,5.5228,32.95,18,40,2.06,DZ,1722892345
464,rio preto da eva,-2.6994,-59.6997,35.67,26,65,2.45,BR,1722892347
465,yarmouth,41.7057,-70.2286,29.8,71,0,5.14,US,1722892348
466,bom sucesso,-21.0331,-44.7581,21.83,48,100,2.47,BR,1722892349
467,aleksandrovskoye,44.7142,43.0008,19.07,91,81,2.33,RU,1722892350
468,mango hill,-27.2435,153.0238,15.67,82,100,2.06,AU,1722892351
469,monteagudo,-19.8167,-63.9833,28.91,36,0,4.19,BO,1722892352
470,sinop,41.7711,34.8709,17.35,95,69,0.81,TR,1722892354
471,whangarei,-35.7317,174.3239,9.96,84,13,1.15,NZ,1722892355
472,labuan,5.2767,115.2417,27.42,80,99,2.78,MY,1722892356
473,constitucion,-35.3333,-72.4167,10.68,82,93,2.2,CL,1722892357
474,amroha,28.9167,78.4667,27.99,76,89,2.53,IN,1722892358
475,buka,40.8108,69.1986,22.35,29,1,1.8,UZ,1722892359
476,nueva gerona,21.8833,-82.8,31.93,63,100,3.38,CU,1722892360
477,nabire,-3.3667,135.4833,23.27,93,75,1.18,ID,1722892361
478,bima,-8.4667,118.7167,22.21,92,20,1.61,ID,1722892363
479,atar,20.5169,-13.0499,35.92,28,3,5.62,MR,1722892364
480,moundou,8.5667,16.0833,23.57,82,99,0.52,TD,1722892365
481,tingo maria,-9.2895,-76.0088,27.17,78,20,1.03,PE,1722892366
482,benjamin constant,-4.3831,-70.0311,33.07,58,20,2.06,BR,1722892367
483,livingstone,-17.8419,25.8543,18.72,16,0,1.08,ZM,1722892368
484,nogliki,51.8333,143.1667,13.83,88,95,2.87,RU,1722892369
485,sovetskaya gavan',48.9723,140.2878,14.85,92,67,2.55,RU,1722892371
486,vadso,70.0744,29.7487,11.49,93,20,4.63,NO,1722892372
487,rantauprapat,2.1,99.8333,22.91,99,100,1.03,ID,1722892373
488,kodinsk,58.6881,99.1844,13.36,82,9,1.57,RU,1722892343
489,tezu,27.9167,96.1667,23.51,97,99,1.58,IN,1722892375
490,ouani,-12.1322,44.4258,23.98,72,40,2.61,KM,1722892376
491,warwick,41.7001,-71.4162,31.98,62,40,5.66,US,1722892358
492,usinsk,65.9939,57.5281,7.8,75,62,5.69,RU,1722892378
493,baruun-urt,46.6806,113.2792,18.65,51,83,4.35,MN,1722892380
494,auburndale,28.0653,-81.7887,29.4,84,100,9.77,US,1722892114
495,fukuecho,32.6881,128.8419,28.39,78,60,2.61,JP,1722892382
496,goz beida,13.95,20.55,23.34,89,90,3.71,TD,1722892383
497,san felipe,10.3399,-68.7425,28.44,75,95,2.29,VE,1722892384
498,balcarce,-37.8462,-58.2552,15.22,83,91,2.24,AR,1722892385
499,berdigestyakh,62.0989,126.6992,12.82,96,100,1.88,RU,1722892387
500,cordoba,-31.4135,-64.1811,21.77,41,0,1.79,AR,1722892118
501,nema,57.5067,50.5011,14.6,95,68,1.19,RU,1722892389
502,khanty-mansiysk,61.0042,69.0019,17.06,82,40,4.0,RU,1722892390
503,"laikit, laikit ii (dimembe)",1.4792,124.9735,20.47,100,20,1.03,ID,1722892391
504,cidreira,-30.1811,-50.2056,15.83,98,90,3.9,BR,1722892392
505,bardai,11.65,7.2333,22.28,90,100,3.12,NG,1722892393
506,quellon,-43.1167,-73.6167,7.95,93,100,7.44,CL,1722892394
507,tulun,54.5611,100.5792,12.53,88,14,1.46,RU,1722892396
508,kuanda,56.3161,116.0806,14.03,87,95,1.1,RU,1722892397
509,port elizabeth,-33.918,25.5701,12.95,64,0,1.34,ZA,1722892398
510,loukhi,66.0764,33.0381,10.4,80,90,1.14,RU,1722892399
511,bandar lampung,-5.4254,105.258,21.78,97,62,0.98,ID,1722892400
512,boa vista,2.8197,-60.6733,32.99,46,20,3.09,BR,1722892401
513,lebyazh'ye,55.2689,66.4947,16.82,90,100,4.12,RU,1722892402
514,bharthana,26.7571,79.2248,28.63,76,56,3.39,IN,1722892404
515,janowiec wielkopolski,52.7558,17.4898,14.54,80,7,3.07,PL,1722892405
516,kill devil hills,36.0307,-75.676,29.0,80,75,5.66,US,1722892406
517,aleksandrov gay,50.147,48.5704,23.63,60,6,3.95,RU,1722892407
518,chipiona,36.7366,-6.437,26.28,88,0,2.06,ES,1722892408
519,garhshankar,31.2167,76.1333,27.6,82,100,4.42,IN,1722892409
520,pospelikha,51.95,81.7667,17.63,74,64,3.52,RU,1722892410
521,kapit,2.0167,112.9333,22.19,98,47,0.59,MY,1722892411
522,tofol,5.3248,163.0078,28.25,75,82,3.75,FM,1722892413
523,childress,34.4264,-100.204,36.14,26,0,1.54,US,1722892414
524,naze,28.3667,129.4833,27.24,86,25,3.27,JP,1722892415
525,mumford,5.2618,-0.759,23.35,89,100,4.69,GH,1722892417
526,gao,16.6362,1.637,33.23,46,65,3.4,ML,1722892418
527,ayvacik,39.6011,26.4047,24.58,62,1,2.13,TR,1722892419
528,dolores,-36.3132,-57.6792,12.83,93,100,5.82,AR,1722892420
529,alofi,-19.0595,-169.9187,22.94,88,100,3.09,NU,1722892423
530,pestovo,58.5938,35.8024,13.98,97,91,1.99,RU,1722892424
531,gobabis,-22.45,18.9667,11.07,27,0,5.18,NA,1722892425
532,vernon,50.2581,-119.2691,35.16,22,0,1.06,CA,1722892426
533,santa terezinha,-29.9002,-50.0904,15.79,99,81,4.23,BR,1722892427
534,verkhov'ye,52.8119,37.2425,18.97,59,100,3.25,RU,1722892428
535,ashkasham,36.6833,71.5333,14.72,40,0,1.88,AF,1722892430
536,aljezur,37.3191,-8.8033,18.98,86,4,5.16,PT,1722892431
537,severo-yeniseyskiy,60.3725,93.0408,13.79,81,100,2.0,RU,1722892432
538,whitecourt,54.1502,-115.6855,14.95,95,100,1.93,CA,1722892433
539,tazacorte,28.629,-17.9293,22.54,93,0,5.14,ES,1722892434
540,san julian,21.0167,-102.1667,25.04,34,2,1.48,MX,1722892435
541,salinopolis,-0.6136,-47.3561,27.37,77,61,6.45,BR,1722892436
542,ust-tsilma,65.441,52.1498,11.58,75,0,3.09,RU,1722892437
543,mareeba,-17.0,145.4333,15.4,91,7,0.98,AU,1722892438
544,chibougamau,49.9168,-74.3659,12.79,88,100,1.54,CA,1722892173
545,morahalom,46.2181,19.8851,20.59,63,100,3.12,HU,1722892441
546,veinticinco de mayo,-35.4323,-60.1727,15.55,83,100,0.89,AR,1722892442
547,astrakhan,46.3497,48.0408,26.93,65,0,2.0,RU,1722892443
548,bel ombre,-4.6167,55.4167,25.22,87,88,7.95,SC,1722892444
549,al ain city,24.1917,55.7606,36.79,39,20,6.69,AE,1722892445
550,ketchikan,55.3422,-131.6461,23.26,49,0,5.66,US,1722892446
551,laminusa,5.5549,120.9136,28.45,75,97,3.15,PH,1722892447
552,melksham,51.3728,-2.14,19.69,85,41,4.54,GB,1722892449
553,sokoni,-6.4333,39.55,24.77,79,3,7.23,TZ,1722892450
554,nurmijarvi,60.4641,24.8073,18.08,93,0,1.54,FI,1722892451
555,samana,19.2056,-69.3369,30.12,79,40,3.09,DO,1722892452
556,nuuk,64.1835,-51.7216,11.34,71,75,1.03,GL,1722892444
557,marlin,31.3063,-96.898,38.16,28,0,1.36,US,1722892454
558,geraldton,-28.7667,114.6,8.23,93,0,5.66,AU,1722892455
559,quibala,-10.7337,14.98,18.86,69,4,1.14,AO,1722892457
560,rabo de peixe,37.8,-25.5833,23.73,94,40,4.12,PT,1722892458
561,choix,26.7092,-108.3219,36.07,37,22,3.71,MX,1722892459
562,yuzhno-kurilsk,44.0306,145.8556,16.02,99,100,2.29,RU,1722892460
563,jeddah,21.5169,39.2192,33.92,59,0,4.12,SA,1722892461
564,ilha de mocambique,-15.0342,40.7358,23.74,73,18,3.41,MZ,1722892462
565,ornskoldsvik,63.2909,18.7153,14.53,100,6,1.54,SE,1722892463
566,korla,41.7597,86.1469,28.53,34,87,2.3,CN,1722892464
567,aljubarrota,39.5672,-8.9293,20.47,95,0,4.67,PT,1722892466
568,santiago de tolu,9.5239,-75.5814,28.89,79,100,4.66,CO,1722892467
569,kayyerkan,69.3786,87.7439,5.8,80,26,4.61,RU,1722892468
570,boende,-0.2167,20.8667,24.22,72,69,1.26,CD,1722892469
571,ilebo,-4.3167,20.5833,25.47,43,48,1.14,CD,1722892470
572,gorontalo,0.5412,123.0595,22.51,97,57,0.9,ID,1722892471
573,santuario,6.1383,-75.2642,20.02,72,40,5.66,CO,1722892473
574,mezzolombardo,46.209,11.0968,24.53,55,19,0.66,IT,1722892474
575,zakynthos,37.7914,20.8953,24.68,75,0,4.22,GR,1722892475
